"","race","in_kbp","in_mpv","in_fe","in_wapo","year","sex","state"
"565","",1,0,1,1,2019,"Male","CA"
"566","",1,0,1,1,2019,"Male","MS"
"567","H",1,0,1,1,2019,"Male","WI"
"568","H",1,0,0,1,2019,"Male","AZ"
"569","",1,0,0,0,2019,"Male","NM"
"570","White",1,0,1,1,2019,"Male","WA"
"571","White",1,0,1,1,2019,"Male","MN"
"572","",1,0,0,0,2019,"Male","CA"
"573","H",1,0,1,1,2019,"Male","TX"
"574","",1,0,1,1,2019,"Male","MD"
"575","White",1,0,1,1,2019,"Male","GA"
"576","White",1,0,1,1,2019,"Male","VA"
"577","",1,0,0,0,2019,"Male","FL"
"578","",1,0,1,1,2019,"Male","NM"
"579","",1,0,1,1,2019,"Male","FL"
"580","",1,0,0,0,2019,"Male","CA"
"581","",1,0,1,1,2019,"Female","NC"
"582","H",1,0,0,0,2019,"Male","CA"
"583","",1,0,0,0,2019,"Female","WV"
"584","White",1,0,1,1,2019,"Male","MS"
"585","",1,0,1,1,2019,"Male","AZ"
"586","Black",1,0,1,1,2019,"Male","OK"
"587","White",1,0,0,1,2019,"Male","OR"
"588","",1,0,1,1,2019,"Male","TX"
"589","H",1,0,1,1,2019,"Male","NV"
"590","",1,0,1,1,2019,"Male","IN"
"591","",1,0,1,1,2019,"Male","NC"
"592","",1,0,1,1,2019,"Male","KY"
"593","",1,0,0,0,2019,"Male","TX"
"594","H",1,0,1,1,2019,"Male","CA"
"595","White",1,0,0,1,2019,"Male","AR"
"596","H",1,0,1,1,2019,"Male","CT"
"597","White",1,0,0,0,2019,"Male","NC"
"598","",1,0,1,1,2019,"Male","NC"
"599","",1,0,1,1,2019,"Male","NY"
"600","",1,0,1,1,2019,"Male","CA"
"601","",1,0,1,1,2019,"Male","MN"
"602","",1,0,0,1,2019,"Male","WV"
"603","Black",1,0,0,1,2019,"Male","MI"
"604","",1,0,1,1,2019,"Male","SC"
"605","",1,0,0,1,2019,"Male","NY"
"606","White",1,0,1,1,2019,"Male","TN"
"607","White",1,0,0,1,2019,"Male","OR"
"608","",1,0,0,1,2019,"Male","CA"
"609","",1,0,1,1,2019,"Male","NE"
"610","",1,0,1,1,2019,"Male","CA"
"611","",1,0,1,1,2019,"Male","NY"
"612","",1,0,1,1,2019,"Male","TX"
"613","",1,0,1,1,2019,"Male","CA"
"614","H",1,0,1,1,2019,"Male","AZ"
"615","Black",1,0,1,1,2019,"Male","LA"
"616","H",1,0,1,1,2019,"Female","AZ"
"617","White",1,0,1,1,2019,"Male","FL"
"618","",1,0,1,1,2019,"Male","TX"
"619","Black",1,0,1,1,2019,"Male","MO"
"620","",1,0,1,1,2019,"Male","FL"
"621","White",1,0,1,1,2019,"Male","FL"
"622","",1,0,1,1,2019,"Male","CA"
"623","Black",1,0,1,1,2019,"Male","LA"
"624","",1,0,1,1,2019,"Male","KY"
"625","White",1,0,1,1,2019,"Male","IN"
"626","White",1,0,1,1,2019,"Male","CO"
"627","",1,0,1,1,2019,"Male","UT"
"628","White",1,0,0,1,2019,"Male","TN"
"629","Black",1,0,1,1,2019,"Male","GA"
"630","",1,0,1,1,2019,"Male","AR"
"631","Black",1,0,1,1,2019,"Male","TN"
"632","",1,0,1,1,2019,"Male","IN"
"633","",1,0,1,1,2019,"Male","IL"
"634","",1,0,1,1,2019,"Male","CA"
"635","White",1,0,1,1,2019,"Male","MI"
"636","White",1,0,1,1,2019,"Male","SC"
"637","",1,0,1,1,2019,"Male","FL"
"638","H",1,0,1,1,2019,"Male","CA"
"639","",1,0,1,1,2019,"Male","IN"
"640","",1,0,1,1,2019,"Male","CA"
"641","",1,0,1,1,2019,"Male","AK"
"642","",1,0,1,1,2019,"Male","GA"
"643","White",1,0,1,1,2019,"Female","TN"
"644","",1,0,1,1,2019,"Male","AK"
"645","H",1,0,1,1,2019,"Male","AZ"
"646","White",1,0,1,1,2019,"Male","OR"
"647","Black",1,0,1,1,2019,"Male","FL"
"648","",1,0,1,1,2019,"Male","NC"
"649","",1,0,1,1,2019,"Male","TX"
"650","",1,0,1,1,2019,"Male","AZ"
"651","Black",1,0,1,1,2019,"Male","LA"
"652","Black",1,0,1,1,2019,"Male","LA"
"653","",1,0,1,1,2019,"Male","OK"
"654","",1,0,1,1,2019,"Male","TX"
"655","White",1,0,1,1,2019,"Male","NH"
"656","",1,0,1,1,2019,"Male","TX"
"657","M",1,0,1,1,2019,"Male","SC"
"658","",1,0,1,1,2019,"Male","MD"
"659","",1,0,1,1,2019,"Male","NC"
"660","White",1,0,1,1,2019,"Male","FL"
"661","",1,0,1,1,2019,"Male","MD"
"662","",1,0,1,1,2019,"Male","SC"
"663","White",1,0,1,1,2019,"Male","NC"
"664","",1,0,1,1,2019,"Male","CA"
"665","",1,0,1,1,2019,"Male","GA"
"666","",1,0,1,1,2019,"Female","TX"
"667","",1,0,1,1,2019,"Male","NV"
"668","Black",1,0,1,1,2019,"Male","PA"
"669","H",1,0,1,1,2019,"Female","FL"
"670","H",1,0,1,1,2019,"Male","WA"
"671","Black",1,0,1,1,2019,"Male","LA"
"672","",1,0,1,1,2019,"Male","OH"
"673","H",1,0,1,1,2019,"Male","FL"
"674","",1,0,1,1,2019,"Male","CA"
"675","",1,0,1,1,2019,"Male","OR"
"676","",1,0,1,1,2019,"Male","IL"
"677","White",1,0,1,1,2019,"Male","NV"
"678","White",1,0,1,1,2019,"Male","OR"
"679","",1,0,1,1,2019,"Male","NJ"
"680","",1,0,1,1,2019,"Male","MS"
"681","",1,0,1,1,2019,"Male","FL"
"682","",1,0,1,1,2019,"Male","WA"
"683","",1,0,1,1,2019,"Male","OK"
"684","H",1,0,1,1,2019,"Male","AZ"
"685","Black",1,0,1,1,2019,"Female","PA"
"686","H",1,0,1,1,2019,"Male","NE"
"687","",1,0,1,1,2019,"Male","CA"
"688","",1,0,1,1,2019,"Male","MI"
"689","",1,0,0,0,2019,"Male","FL"
"690","",1,0,0,0,2019,"Male","GA"
"691","",1,0,1,1,2019,"Male","CA"
"692","White",1,0,1,1,2019,"Male","NC"
"693","",1,0,0,0,2019,"Male","CA"
"694","",1,0,1,1,2019,"Male","TX"
"695","",1,0,1,1,2019,"Male","MI"
"696","White",1,0,1,1,2019,"Male","AZ"
"697","White",1,0,1,1,2019,"Female","TN"
"698","White",1,0,1,1,2019,"Male","GA"
"699","",1,0,1,1,2019,"Male","AK"
"700","",1,0,0,1,2019,"Male","WA"
"701","",1,0,1,1,2019,"Male","AR"
"702","H",1,0,1,1,2019,"Female","CA"
"703","",1,0,1,1,2019,"Male","FL"
"704","",1,0,1,1,2019,"Male","MO"
"705","",1,0,1,1,2019,"Male","GA"
"706","",1,0,1,1,2019,"Male","OK"
"707","",1,0,0,0,2019,"Male","CO"
"708","",1,0,1,1,2019,"Male","TX"
"709","",1,0,1,1,2019,"Male","CA"
"710","",1,0,1,1,2019,"Male","TX"
"711","Black",1,0,1,1,2019,"Male","IA"
"712","",1,0,1,1,2019,"Male","WA"
"713","",1,0,0,0,2019,"Male","TX"
"714","",1,0,0,0,2019,"Female","KY"
"715","",1,0,0,0,2019,"Male","WI"
"716","White",1,0,1,1,2019,"Male","NC"
"717","",1,0,1,1,2019,"Male","MI"
"718","",1,0,1,1,2019,"Male","HI"
"719","",1,0,1,1,2019,"Female","CA"
"720","",1,0,0,0,2019,"Male","TX"
"721","",1,0,0,0,2019,"Male","SC"
"722","",1,0,0,0,2019,"Male","MN"
"723","",1,0,1,1,2019,"Female","GA"
"724","",1,0,1,1,2019,"Male","MO"
"725","",1,0,1,1,2019,"Male","MI"
"726","",1,0,1,1,2019,"Male","TN"
"727","",1,0,1,1,2019,"Male","TN"
"728","",1,0,1,1,2019,"Male","CA"
"729","",1,0,1,1,2019,"Male","TX"
"730","",1,0,1,1,2019,"Male","TX"
"731","",1,0,0,1,2019,"Male","FL"
"732","",1,0,1,1,2019,"Male","WV"
"733","",1,0,1,1,2019,"Male","MA"
"734","Black",1,0,1,1,2019,"Male","AR"
"735","",1,0,0,0,2019,"Male","HI"
"736","Black",1,0,1,1,2019,"Male","CT"
"737","",1,0,1,1,2019,"Male","MD"
"738","",1,0,1,1,2019,"Male","WA"
"739","",1,0,1,1,2019,"Male","MS"
"740","",1,0,1,1,2019,"Male","HI"
"741","Black",1,0,1,1,2019,"Male","LA"
"742","",1,0,1,1,2019,"Female","TN"
"743","",1,0,1,1,2019,"Male","CA"
"744","",1,0,1,1,2019,"Male","MS"
"745","",1,0,0,1,2019,"Male","IL"
"746","Black",1,0,1,1,2019,"Male","IL"
"747","",1,0,1,1,2019,"Male","CA"
"748","",1,0,1,1,2019,"Male","PA"
"749","",1,0,0,0,2019,"","CA"
"750","White",1,0,1,1,2019,"Male","NC"
"751","",1,0,1,1,2019,"Male","AK"
"752","",1,0,1,1,2019,"Male","CA"
"753","",1,0,1,1,2019,"Male","TX"
"754","",1,0,1,1,2019,"Male","TX"
"755","",1,0,1,1,2019,"Male","OH"
"756","Asian",1,0,1,1,2019,"Male","CA"
"757","Black",1,0,1,1,2019,"Male","KY"
"758","",1,0,1,1,2019,"Male","WV"
"759","Black",1,0,1,1,2019,"Male","SC"
"760","White",1,0,1,1,2019,"Male","WI"
"761","White",1,0,1,1,2019,"Male","OK"
"762","",1,0,1,1,2019,"Male","NC"
"763","",1,0,1,1,2019,"Male","VA"
"764","Black",1,0,0,1,2019,"Male","CA"
"765","",1,0,1,1,2019,"Male","NY"
"766","White",1,0,1,1,2019,"Male","CA"
"767","White",1,0,0,1,2019,"Male","OH"
"768","White",1,0,1,1,2019,"Male","TN"
"769","",1,0,1,1,2019,"Male","CA"
"770","",1,0,1,1,2019,"Male","TX"
"771","",1,0,1,1,2019,"Male","CA"
"772","",1,0,1,1,2019,"Male","WA"
"773","White",1,0,1,1,2019,"Male","MS"
"774","",1,0,1,1,2019,"Male","TN"
"775","",1,0,1,1,2019,"Male","TX"
"776","White",1,0,1,1,2019,"Male","CO"
"777","Black",1,0,1,1,2019,"Male","LA"
"778","",1,0,1,1,2019,"Male","VA"
"779","",1,0,1,1,2019,"Male","WV"
"780","White",1,0,1,1,2019,"Male","AZ"
"781","",1,0,1,1,2019,"Male","IL"
"782","White",1,0,1,1,2019,"Male","FL"
"783","",1,0,1,1,2019,"Male","CA"
"784","",1,0,1,1,2019,"Male","GA"
"785","H",1,0,1,1,2019,"Male","CO"
"786","",1,0,1,1,2019,"Male","NJ"
"787","",1,0,1,1,2019,"Male","TX"
"788","Other",1,0,1,1,2019,"Male","HI"
"789","",1,0,1,1,2019,"Male","CA"
"790","",1,0,1,1,2019,"Male","CA"
"791","White",1,0,1,1,2019,"Male","NY"
"792","",1,0,1,1,2019,"Male","NV"
"793","White",1,0,1,1,2019,"Male","KS"
"794","",1,0,1,1,2019,"Male","NJ"
"795","White",1,0,1,1,2019,"Male","TX"
"796","White",1,0,1,1,2019,"Female","TX"
"797","H",1,0,1,1,2019,"Male","MI"
"798","",1,0,1,1,2019,"Male","SD"
"799","",1,0,0,0,2019,"Male","FL"
"800","",1,0,1,1,2019,"Male","TX"
"801","",1,0,1,1,2019,"Male","TN"
"802","White",1,0,1,1,2019,"Female","MO"
"803","",1,0,1,1,2019,"Male","AZ"
"804","",1,0,0,0,2019,"Male","NM"
"805","Black",1,0,1,1,2019,"Male","WA"
"806","",1,0,1,1,2019,"Male","IN"
"807","Black",1,0,1,1,2019,"Male","GA"
"808","H",1,0,1,1,2019,"Male","NV"
"809","White",1,0,1,1,2019,"Male","MT"
"810","White",1,0,1,1,2019,"Male","TN"
"811","White",1,0,1,1,2019,"Male","OR"
"812","White",1,0,1,1,2019,"Male","MN"
"813","",1,0,1,1,2019,"Male","MO"
"814","White",1,0,1,1,2019,"Male","NC"
"815","White",1,0,1,1,2019,"Male","OK"
"816","",1,0,1,1,2019,"Female","AR"
"817","Black",1,0,0,0,2019,"Male","AR"
"818","",1,0,0,0,2019,"Male","CO"
"819","Black",1,0,1,1,2019,"Male","GA"
"820","",1,0,1,1,2019,"Male","AZ"
"821","",1,0,0,0,2019,"Male","CA"
"822","",1,0,0,0,2019,"Male","CO"
"823","H",1,0,1,1,2019,"Male","TX"
"824","",1,0,0,0,2019,"Male","CO"
"825","",1,0,1,1,2019,"Male","GA"
"826","Black",1,0,1,1,2019,"Male","CA"
"827","",1,0,1,1,2019,"Male","WA"
"828","",1,0,1,1,2019,"Male","SD"
"829","H",1,0,1,1,2019,"Male","CA"
"830","",1,0,0,1,2019,"Male","CA"
"831","",1,0,1,1,2019,"Male","IN"
"832","",1,0,0,0,2019,"Male","CO"
"833","Black",1,0,1,1,2019,"Male","AZ"
"834","H",1,0,1,1,2019,"Male","OR"
"835","Black",1,0,1,1,2019,"Male","TX"
"836","",1,0,1,1,2019,"Male","LA"
"837","",1,0,0,0,2019,"Male","WY"
"838","White",1,0,1,1,2019,"Male","KS"
"839","",1,0,0,0,2019,"Male","AL"
"840","H",1,0,0,1,2019,"Male","NJ"
"841","",1,0,1,1,2019,"Male","MO"
"842","",1,0,0,1,2019,"Male","WA"
"843","",1,0,0,0,2019,"Male","WA"
"844","",1,0,1,1,2019,"Male","OK"
"845","",1,0,0,0,2019,"Male","CA"
"846","Black",1,0,1,1,2019,"Male","OR"
"847","",1,0,0,0,2019,"Male","WV"
"848","",1,0,1,1,2019,"Male","CA"
"849","White",1,0,1,1,2019,"Male","OR"
"850","H",1,0,1,1,2019,"Male","CA"
"851","",1,0,1,1,2019,"Male","SC"
"852","H",1,0,1,1,2019,"Male","CA"
"853","Black",1,0,1,1,2019,"Male","LA"
"854","",1,0,1,1,2019,"Male","AL"
"855","H",1,0,1,1,2019,"Male","CA"
"856","White",1,0,1,1,2019,"Male","MN"
"857","",1,0,1,1,2019,"Male","NY"
"858","",1,0,0,0,2019,"Male","TX"
"859","White",1,0,1,1,2019,"Male","TX"
"860","Black",1,0,1,1,2019,"Male","TN"
"861","Black",1,0,1,1,2019,"Male","OH"
"862","White",1,0,1,1,2019,"Male","NC"
"863","White",0,0,1,0,2010,"Male","VA"
"864","White",0,0,1,0,2010,"Male","CO"
"865","Race unspecified",0,0,1,0,2010,"Male","UT"
"866","Race unspecified",0,0,1,0,2010,"Female","IL"
"867","White",0,0,1,0,2010,"Male","MT"
"868","White",0,0,1,0,2010,"Male","TX"
"869","Race unspecified",0,0,1,0,2010,"Male","OH"
"870","Race unspecified",0,0,1,0,2010,"Male","AL"
"871","Hispanic",0,0,1,0,2010,"Male","CA"
"872","Race unspecified",0,0,1,0,2010,"Male","OH"
"873","Black",0,0,1,0,2010,"Male","IL"
"874","Hispanic",0,0,1,0,2010,"Male","AZ"
"875","Black",0,0,1,0,2010,"Male","NV"
"876","Black",0,0,1,0,2010,"Male","FL"
"877","Black",0,0,1,0,2010,"Male","FL"
"878","Black",0,0,1,0,2010,"Male","VA"
"879","White",0,0,1,0,2010,"Male","NC"
"880","Race unspecified",0,0,1,0,2010,"Male","PA"
"881","Race unspecified",0,0,1,0,2010,"Female","MI"
"882","Black",0,0,1,0,2010,"Male","IN"
"883","Race unspecified",0,0,1,0,2010,"Male","IN"
"884","White",0,0,1,0,2010,"Female","SC"
"885","Race unspecified",0,0,1,0,2010,"Male","MI"
"886","White",0,0,1,0,2010,"Male","NM"
"887","Black",0,0,1,0,2010,"Male","OK"
"888","Black",0,0,1,0,2010,"Male","TN"
"889","White",0,0,1,0,2010,"Male","SC"
"890","White",0,0,1,0,2010,"Male","SC"
"891","Race unspecified",0,0,1,0,2010,"Male","NJ"
"892","Race unspecified",0,0,1,0,2010,"Male","FL"
"893","White",0,0,1,0,2010,"Male","TX"
"894","White",0,0,1,0,2010,"Male","CA"
"895","White",0,0,1,0,2010,"Male","SC"
"896","Race unspecified",0,0,1,0,2010,"Male","NM"
"897","Race unspecified",0,0,1,0,2010,"Male","IL"
"898","Asian",0,0,1,0,2010,"Male","CA"
"899","Race unspecified",0,0,1,0,2010,"Female","PA"
"900","White",0,0,1,0,2010,"Male","NM"
"901","White",0,0,1,0,2010,"Male","PA"
"902","Race unspecified",0,0,1,0,2010,"Male","MI"
"903","Race unspecified",0,0,1,0,2010,"Male","MI"
"904","Hispanic",0,0,1,0,2010,"Male","TX"
"905","Black",0,0,1,0,2010,"Male","GA"
"906","Race unspecified",0,0,1,0,2010,"Male","MI"
"907","Race unspecified",0,0,1,0,2010,"Male","MI"
"908","Race unspecified",0,0,1,0,2010,"Male","CA"
"909","Black",0,0,1,0,2010,"Male","TX"
"910","Black",0,0,1,0,2010,"Male","GA"
"911","White",0,0,1,0,2010,"Male","NE"
"912","Black",0,0,1,0,2010,"Male","SC"
"913","Hispanic",0,0,1,0,2010,"Male","CA"
"914","Hispanic",0,0,1,0,2010,"Female","CA"
"915","Race unspecified",0,0,1,0,2010,"Male","NM"
"916","Race unspecified",0,0,1,0,2010,"Male","VA"
"917","Race unspecified",0,0,1,0,2010,"Male","FL"
"918","Race unspecified",0,0,1,0,2010,"Female","TX"
"919","White",0,0,1,0,2010,"Male","FL"
"920","White",0,0,1,0,2010,"Male","NC"
"921","White",0,0,1,0,2010,"Male","WA"
"922","Black",0,0,1,0,2010,"Male","OH"
"923","White",0,0,1,0,2010,"Male","AR"
"924","Black",0,0,1,0,2010,"Male","CA"
"925","Black",0,0,1,0,2010,"Male","FL"
"926","Black",0,0,1,0,2010,"Male","AL"
"927","Black",0,0,1,0,2010,"Male","NJ"
"928","Race unspecified",0,0,1,0,2010,"Male","CA"
"929","White",0,0,1,0,2010,"Female","FL"
"930","White",0,0,1,0,2010,"Male","CA"
"931","White",0,0,1,0,2010,"Male","IL"
"932","White",0,0,1,0,2010,"Female","FL"
"933","Race unspecified",0,0,1,0,2010,"Male","IL"
"934","White",0,0,1,0,2010,"Male","AZ"
"935","Race unspecified",0,0,1,0,2010,"Male","AZ"
"936","Black",0,0,1,0,2010,"Female","OH"
"937","Race unspecified",0,0,1,0,2010,"Male","CO"
"938","Race unspecified",0,0,1,0,2010,"Male","LA"
"939","Race unspecified",0,0,1,0,2010,"Male","NC"
"940","Race unspecified",0,0,1,0,2010,"Male","UT"
"941","Race unspecified",0,0,1,0,2010,"Male","CA"
"942","White",0,0,1,0,2010,"Male","GA"
"943","White",0,0,1,0,2010,"Female","NY"
"944","Black",0,0,1,0,2010,"Male","OR"
"945","White",0,0,1,0,2010,"Male","FL"
"946","Race unspecified",0,0,1,0,2010,"Male","MI"
"947","NA_PI",0,0,1,0,2010,"Male","OK"
"948","Black",0,0,1,0,2010,"Male","IL"
"949","Race unspecified",0,0,1,0,2010,"Male","NC"
"950","Race unspecified",0,0,1,0,2010,"Male","NY"
"951","Race unspecified",0,0,1,0,2010,"Male","AL"
"952","White",0,0,1,0,2010,"Male","NH"
"953","Black",0,0,1,0,2010,"Male","TX"
"954","White",0,0,1,0,2010,"Male","CA"
"955","Hispanic",0,0,1,0,2010,"Male","TX"
"956","Race unspecified",0,0,1,0,2010,"Male","DE"
"957","Black",0,0,1,0,2010,"Male","MD"
"958","Hispanic",0,0,1,0,2010,"Male","TX"
"959","Other",0,0,1,0,2010,"Male","TX"
"960","White",0,0,1,0,2010,"Male","WA"
"961","Hispanic",0,0,1,0,2010,"Male","CA"
"962","Black",0,0,1,0,2010,"Male","KY"
"963","White",0,0,1,0,2010,"Male","MI"
"964","White",0,0,1,0,2010,"Male","MS"
"965","Black",0,0,1,0,2010,"Male","NJ"
"966","Hispanic",0,0,1,0,2010,"Male","CA"
"967","White",0,0,1,0,2010,"Male","OK"
"968","White",0,0,1,0,2010,"Male","AZ"
"969","Black",0,0,1,0,2010,"Male","GA"
"970","White",0,0,1,0,2010,"Male","NV"
"971","Black",0,0,1,0,2010,"Male","LA"
"972","Black",0,0,1,0,2010,"Male","NJ"
"973","Hispanic",0,0,1,0,2010,"Male","CA"
"974","Race unspecified",0,0,1,0,2010,"Male","OH"
"975","Asian",0,0,1,0,2010,"Male","WA"
"976","Race unspecified",0,0,1,0,2010,"Male","CA"
"977","White",0,0,1,0,2010,"Male","MD"
"978","Black",0,0,1,0,2010,"Male","KS"
"979","Hispanic",0,0,1,0,2010,"Male","CA"
"980","White",0,0,1,0,2010,"Female","OR"
"981","White",0,0,1,0,2010,"Female","OR"
"982","Black",0,0,1,0,2010,"Male","TN"
"983","Race unspecified",0,0,1,0,2010,"Male","CA"
"984","Race unspecified",0,0,1,0,2010,"Male","CA"
"985","Race unspecified",0,0,1,0,2010,"Male","MD"
"986","Hispanic",0,0,1,0,2010,"Male","CA"
"987","White",0,0,1,0,2010,"Male","OR"
"988","Race unspecified",0,0,1,0,2010,"Male","WI"
"989","White",0,0,1,0,2010,"Male","IN"
"990","White",0,0,1,0,2010,"Female","MO"
"991","White",0,0,1,0,2010,"Male","OH"
"992","Race unspecified",0,0,1,0,2010,"Male","NM"
"993","Black",0,0,1,0,2010,"Male","NY"
"994","White",0,0,1,0,2010,"Male","AZ"
"995","Black",0,0,1,0,2010,"Male","PA"
"996","Black",0,0,1,0,2010,"Male","FL"
"997","Race unspecified",0,0,1,0,2010,"Male","UT"
"998","Black",0,0,1,0,2010,"Male","MO"
"999","Race unspecified",0,0,1,0,2010,"Male","WV"
"1000","Race unspecified",0,0,1,0,2010,"Male","TX"
"1001","Black",0,0,1,0,2010,"Male","FL"
"1002","Black",0,0,1,0,2010,"Male","TX"
"1003","Black",0,0,1,0,2010,"Male","TX"
"1004","Race unspecified",0,0,1,0,2010,"Male","KY"
"1005","Race unspecified",0,0,1,0,2010,"Male","LA"
"1006","Asian",0,0,1,0,2010,"Male","NY"
"1007","White",0,0,1,0,2010,"Female","MI"
"1008","Black",0,0,1,0,2010,"Male","NJ"
"1009","Race unspecified",0,0,1,0,2010,"Female","GA"
"1010","White",0,0,1,0,2010,"Female","MO"
"1011","Black",0,0,1,0,2010,"Male","NY"
"1012","Hispanic",0,0,1,0,2010,"Male","NV"
"1013","White",0,0,1,0,2010,"Male","IN"
"1014","Race unspecified",0,0,1,0,2010,"Female","IL"
"1015","Hispanic",0,0,1,0,2010,"Male","AZ"
"1016","Race unspecified",0,0,1,0,2010,"Male","AZ"
"1017","Hispanic",0,0,1,0,2010,"Male","CA"
"1018","Race unspecified",0,0,1,0,2010,"Male","CA"
"1019","Black",0,0,1,0,2010,"Male","OK"
"1020","White",0,0,1,0,2010,"Male","WA"
"1021","Race unspecified",0,0,1,0,2010,"Male","CO"
"1022","Race unspecified",0,0,1,0,2010,"Male","CO"
"1023","White",0,0,1,0,2010,"Male","MI"
"1024","Black",0,0,1,0,2010,"Male","WA"
"1025","Black",0,0,1,0,2010,"Male","IA"
"1026","Race unspecified",0,0,1,0,2010,"Male","CO"
"1027","Race unspecified",0,0,1,0,2010,"Male","WI"
"1028","White",0,0,1,0,2010,"Male","GA"
"1029","Race unspecified",0,0,1,0,2010,"Male","AK"
"1030","Race unspecified",0,0,1,0,2010,"Female","WI"
"1031","Race unspecified",0,0,1,0,2010,"Male","NJ"
"1032","Black",0,0,1,0,2010,"Male","OH"
"1033","White",0,0,1,0,2010,"Male","AR"
"1034","Race unspecified",0,0,1,0,2010,"Male","VA"
"1035","NA_PI",0,0,1,0,2010,"Male","AK"
"1036","Race unspecified",0,0,1,0,2010,"Male","IL"
"1037","White",0,0,1,0,2010,"Male","NC"
"1038","Race unspecified",0,0,1,0,2010,"Male","LA"
"1039","Race unspecified",0,0,1,0,2010,"Male","KY"
"1040","White",0,0,1,0,2010,"Male","OH"
"1041","Hispanic",0,0,1,0,2010,"Male","CA"
"1042","Hispanic",0,0,1,0,2010,"Male","TX"
"1043","Black",0,0,1,0,2010,"Male","GA"
"1044","White",0,0,1,0,2010,"Male","GA"
"1045","White",0,0,1,0,2010,"Male","NY"
"1046","Black",0,0,1,0,2010,"Male","SC"
"1047","White",0,0,1,0,2010,"Male","MO"
"1048","Race unspecified",0,0,1,0,2010,"Male","OH"
"1049","White",0,0,1,0,2010,"Male","IL"
"1050","Black",0,0,1,0,2010,"Male","MI"
"1051","Race unspecified",0,0,1,0,2010,"Male","CO"
"1052","Race unspecified",0,0,1,0,2010,"Male","IL"
"1053","Black",0,0,1,0,2010,"Male","TX"
"1054","White",0,0,1,0,2010,"Female","UT"
"1055","White",0,0,1,0,2010,"Female","UT"
"1056","White",0,0,1,0,2010,"Male","NY"
"1057","White",0,0,1,0,2010,"Male","AK"
"1058","Race unspecified",0,0,1,0,2010,"Male","CA"
"1059","White",0,0,1,0,2010,"Male","OK"
"1060","Black",0,0,1,0,2010,"Male","TN"
"1061","Black",0,0,1,0,2010,"Male","TN"
"1062","Race unspecified",0,0,1,0,2010,"Male","NC"
"1063","White",0,0,1,0,2010,"Female","FL"
"1064","White",0,0,1,0,2010,"Female","TN"
"1065","White",0,0,1,0,2010,"Male","CA"
"1066","White",0,0,1,0,2010,"Male","IL"
"1067","Black",0,0,1,0,2010,"Male","TX"
"1068","Asian",0,0,1,0,2010,"Male","CA"
"1069","Black",0,0,1,0,2010,"Male","OH"
"1070","Black",0,0,1,0,2010,"Male","GA"
"1071","White",0,0,1,0,2010,"Male","FL"
"1072","Black",0,0,1,0,2010,"Male","IN"
"1073","Black",0,0,1,0,2010,"Female","TN"
"1074","Race unspecified",0,0,1,0,2010,"Female","AZ"
"1075","Race unspecified",0,0,1,0,2010,"Female","MO"
"1076","Hispanic",0,0,1,0,2010,"Male","CA"
"1077","White",0,0,1,0,2010,"Female","MI"
"1078","White",0,0,1,0,2010,"Male","TN"
"1079","White",0,0,1,0,2010,"Male","CA"
"1080","Other",0,0,1,0,2010,"Male","MO"
"1081","Black",0,0,1,0,2010,"Male","MI"
"1082","Race unspecified",0,0,1,0,2010,"Male","PA"
"1083","Black",0,0,1,0,2010,"Male","TX"
"1084","White",0,0,1,0,2010,"Male","CA"
"1085","Hispanic",0,0,1,0,2010,"Male","WI"
"1086","Black",0,0,1,0,2010,"Male","VA"
"1087","Race unspecified",0,0,1,0,2010,"Male","CA"
"1088","Race unspecified",0,0,1,0,2010,"Male","MO"
"1089","Race unspecified",0,0,1,0,2010,"Male","AL"
"1090","Race unspecified",0,0,1,0,2010,"Male","AL"
"1091","White",0,0,1,0,2010,"Male","CA"
"1092","White",0,0,1,0,2010,"Male","FL"
"1093","Black",0,0,1,0,2010,"Male","CA"
"1094","Black",0,0,1,0,2010,"Male","NC"
"1095","Race unspecified",0,0,1,0,2010,"Male","MI"
"1096","Black",0,0,1,0,2010,"Male","IL"
"1097","Black",0,0,1,0,2010,"Male","MD"
"1098","Black",0,0,1,0,2010,"Male","NJ"
"1099","White",0,0,1,0,2010,"Male","TX"
"1100","Hispanic",0,0,1,0,2010,"Male","TX"
"1101","Hispanic",0,0,1,0,2010,"Male","TX"
"1102","White",0,0,1,0,2010,"Male","OR"
"1103","White",0,0,1,0,2010,"Male","GA"
"1104","Hispanic",0,0,1,0,2010,"Male","NY"
"1105","Black",0,0,1,0,2010,"Male","FL"
"1106","Black",0,0,1,0,2010,"Male","NV"
"1107","Hispanic",0,0,1,0,2010,"Male","TX"
"1108","Race unspecified",0,0,1,0,2010,"Male","PA"
"1109","Black",0,0,1,0,2010,"Male","VA"
"1110","White",0,0,1,0,2010,"Male","IN"
"1111","Race unspecified",0,0,1,0,2010,"Female","AR"
"1112","White",0,0,1,0,2010,"Male","MI"
"1113","Black",0,0,1,0,2010,"Male","FL"
"1114","White",0,0,1,0,2010,"Male","WA"
"1115","Black",0,0,1,0,2010,"Male","MS"
"1116","Hispanic",0,0,1,0,2010,"Male","TX"
"1117","Hispanic",0,0,1,0,2010,"Male","CA"
"1118","Black",0,0,1,0,2010,"Male","MA"
"1119","White",0,0,1,0,2010,"Male","IN"
"1120","Hispanic",0,0,1,0,2010,"Male","TX"
"1121","White",0,0,1,0,2010,"Male","MO"
